Index,Content
13-3,"(1) Forskjellsbehandling som har et saklig formål, ikke er uforholdsmessig inngripende overfor den eller de som forskjellsbehandles og som er nødvendig for utøvelse av arbeid eller yrke, anses ikke som diskriminering etter loven her. (2) Forskjellsbehandling som er nødvendig for å oppnå et saklig formål og som ikke er uforholdsmessig inngripende overfor den eller de som forskjellsbehandles er ikke i strid med forbudet mot indirekte diskriminering, diskriminering på grunn av alder eller diskriminering av arbeidstaker som arbeider deltid eller er midlertidig ansatt. (3) Departementet kan i forskrift gi nærmere bestemmelser om rekkevidden av unntaket fra forbudet mot aldersdiskriminering i andre ledd. Endret ved lov 9 apr 2010 nr. 12 (ikr. 9 apr 2010 iflg. res. 9 apr 2010 nr. 501). "
13-4,"(1) Arbeidsgiver må ikke i utlysing etter nye arbeidstakere eller på annen måte be om at søkerne skal gi opplysninger om hvordan de stiller seg til politiske spørsmål eller om de er medlemmer av arbeidstakerorganisasjoner. Arbeidsgiver må heller ikke iverksette tiltak for å innhente slike opplysninger på annen måte. (2) Forbudet i første ledd gjelder ikke dersom innhenting av opplysninger om hvordan søkerne stiller seg til politiske spørsmål eller om de er medlemmer av arbeidstakerorganisasjon er begrunnet i stillingens karakter eller det inngår i formålet for vedkommende virksomhet å fremme bestemte politiske syn og arbeidstakerens stilling vil være av betydning for gjennomføringen av formålet. Dersom slike opplysninger vil bli krevet, må dette angis i utlysingen av stillingen. (3) Arbeidsgiver kan heller ikke innhente opplysninger som angitt i likestillings- og diskrimineringsloven § 30. Endret ved lover 9 apr 2010 nr. 12 (ikr. 9 apr 2010 iflg. res. 9 apr 2010 nr. 501), 21 juni 2013 nr. 61 (ikr. 1 jan 2014 iflg. res. 21 juni 2013 nr. 707), 16 juni 2017 nr. 51 (ikr. 1 jan 2018 iflg. res. 16 juni 2017 nr. 751). "
13-5,Opphevet ved lov 20 juni 2008 nr. 42 (ikr. 1 jan 2009 iflg. res. 20 juni 2008 nr. 631). 
13-6,Særbehandling som bidrar til å fremme likebehandling er ikke i strid med bestemmelsene i dette kapittel. Særbehandlingen skal opphøre når formålet med den er oppnådd. 
13-7,"Arbeidssøker som mener seg forbigått i strid med bestemmelsene i dette kapittel, kan kreve at arbeidsgiver skriftlig opplyser om hvilken utdanning, praksis og andre klart konstaterbare kvalifikasjoner for arbeidet den som ble ansatt har. "
13-8,"Dersom arbeidstaker eller arbeidssøker fremlegger opplysninger som gir grunn til å tro at det har funnet sted diskriminering i strid med bestemmelse i dette kapittel, må arbeidsgiver sannsynliggjøre at det likevel ikke har funnet sted slik diskriminering eller gjengjeldelse. Endret ved lov 1 des 2006 nr. 64 (ikr. 1 jan 2007 iflg. res. 1 des 2006 nr. 1324). "
13-9,"(1) Den som er blitt diskriminert i strid med § 13-1 kan kreve oppreisning og erstatning uavhengig av om arbeidsgiveren kan bebreides for diskrimineringen. Erstatningen skal dekke økonomisk tap som følge av diskrimineringen. Oppreisning for ikke-økonomisk skade fastsettes til det som er rimelig ut fra skadens omfang og art, partenes forhold og omstendighetene for øvrig. (2) Bestemmelser i tariffavtaler, arbeidsavtaler, reglementer, vedtekter mv. som er i strid med dette kapittel, er ugyldige. Endret ved lover 1 des 2006 nr. 64 (ikr. 1 jan 2007 iflg. res. 1 des 2006 nr. 1324), 21 juni 2013 nr. 61 (ikr. 1 jan 2014 iflg. res. 21 juni 2013 nr. 707). "
13-10,Som fullmektig i forvaltningssak etter dette kapittel kan brukes en organisasjon som helt eller delvis har til formål å arbeide mot diskriminering av grunner nevnt i § 13-1 første ledd. 
14-1,Arbeidsgiver skal informere arbeidstakerne om ledige stillinger i virksomheten. Innleid arbeidstaker skal informeres på tilsvarende måte. Endret ved lov 22 juni 2012 nr. 33 (ikr. 1 jan 2013 iflg. res. 22 juni 2012 nr. 607). 
14-1 a,Arbeidsgiver skal minst én gang per år drøfte bruken av deltid med de tillitsvalgte. 
14-1 b,"(1) Arbeidstaker skal som hovedregel ansettes på heltid. (2) Før arbeidsgiver fatter beslutning om ansettelse i deltidsstilling, skal arbeidsgiver skriftlig dokumentere behovet for deltidsansettelse. Dokumentasjonen skal være tilgjengelig for tillitsvalgte, og spørsmålet om deltidsansettelse skal drøftes med de tillitsvalgte. "
14-2,"(1) Arbeidstaker som er sagt opp på grunn av virksomhetens forhold har fortrinnsrett til ny ansettelse i samme virksomhet, med mindre det gjelder en stilling arbeidstakeren ikke er kvalifisert for. (2) Fortrinnsretten gjelder også arbeidstaker som er midlertidig ansatt og som på grunn av virksomhetens forhold ikke får fortsatt ansettelse. Dette gjelder likevel ikke arbeidstaker som er midlertidig ansatt i vikariat etter § 14-9 andre ledd bokstav b. Fortrinnsretten gjelder dessuten for arbeidstaker som har akseptert tilbud om redusert stilling i stedet for oppsigelse. (3) Fortrinnsretten gjelder for arbeidstaker som har vært ansatt i virksomheten i til sammen minst 12 måneder i de to siste år. (4) Fortrinnsretten gjelder fra oppsigelsestidspunktet og i ett år fra oppsigelsesfristens utløp, men fra oppsigelsestidspunktet og i to år fra oppsigelsesfristens utløp dersom arbeidsforholdet avvikles i perioden fra 1. juli 2021 til og med 31. desember 2021 på grunn av virkninger av covid-19-pandemien. (5) Fortrinnsretten faller bort dersom arbeidstaker ikke har akseptert et tilbud om ansettelse i en passende stilling senest 14 dager etter at tilbudet ble mottatt. (6) Er det flere fortrinnsberettigede til en stilling, plikter arbeidsgiver å følge de samme regler for utvelgelse som de som gjelder ved oppsigelser på grunn av driftsinnskrenkning eller rasjonaliseringstiltak. (7) Reglene i denne paragraf gjelder tilsvarende for arbeidstaker som er sagt opp i forbindelse med at virksomheten går konkurs. Dette gjelder bare når virksomheten fortsetter eller gjenopptas og den under hensyn til sted, art, omfang og lignende må anses som en fortsettelse av den opprinnelige virksomhet. (8) Sjette ledd gjelder ikke ved konkurs, offentlig skifte av insolvent dødsbo eller ved overdragelse av virksomhet etter at det er åpnet gjeldsforhandlinger. Endret ved lover 21 des 2005 nr. 121 (ikr. 1 jan 2006), 22 juni 2018 nr. 46 (ikr. 1 jan 2019 iflg. res. 22 juni 2018 nr. 944), 18 juni 2021 nr. 93 (ikr. 1 juli 2021 iflg. res. 18 juni 2021 nr. 1973). Endres ved lov 17 mars 2023 nr. 3 (i kraft 1 jan 2024 iflg. res. 17 mars 2023 nr. 341). "
14-3,"(1) Deltidsansatte har fortrinnsrett til utvidet stilling fremfor at arbeidsgiver foretar ny ansettelse eller innleie i virksomheten. Fortrinnsretten kan også gjelde en del av en stilling. (2) Deltidsansatte har fortrinnsrett til ekstravakter og lignende i virksomheten fremfor at arbeidsgiver ansetter eller leier inn arbeidstakere til dette arbeidet. Arbeidsgiver kan etter drøftinger med tillitsvalgte avgrense virkeområdet for utøvelse av fortrinnsretten etter dette leddet til en eller flere enheter med til sammen minst 30 ansatte. Etter avtale med tillitsvalgte kan det fastsettes et annet eller snevrere virkeområde. Fortrinnsretten etter dette leddet gjelder også for midlertidig deltidsansatte. (3) Fortrinnsrett etter denne paragrafen er betinget av at arbeidstaker er kvalifisert og at utøvelse av fortrinnsretten ikke vil innebære vesentlige ulemper for virksomheten. (4) Før arbeidsgiver fatter beslutning om ansettelse i stilling som arbeidstaker krever fortrinnsrett til etter første ledd, skal spørsmålet så langt det er praktisk mulig drøftes med arbeidstaker, med mindre arbeidstaker selv ikke ønsker det. (5) Fortrinnsrett etter § 14-2, med unntak av § 14-2 andre ledd første punktum, går foran fortrinnsrett for deltidsansatte. (6) Tvist om fortrinnsrett for deltidsansatte etter første ledd avgjøres av tvisteløsningsnemnda, jf. § 17-2. Endret ved lover 14 juni 2013 nr. 32 (ikr. 1 jan 2014 iflg. res. 14 juni 2013 nr. 617), 22 juni 2018 nr. 45 (ikr. 1 jan 2019 iflg. res. 22 juni 2018 nr. 945), 9 des 2022 nr. 88 (i kraft 1 jan 2023 iflg. res. 9 des 2022 nr. 2109). Endres ved lov 17 mars 2023 nr. 3 (i kraft 1 jan 2024 iflg. res. 17 mars 2023 nr. 341). "
14-4,"(1) Dersom retten kommer til at en fortrinnsberettiget skulle vært ansatt i en bestemt stilling, skal retten etter påstand fra den fortrinnsberettigede avsi dom for ansettelse i stillingen, med mindre dette finnes urimelig. (2) Ved brudd på reglene om fortrinnsrett kan arbeidstaker kreve erstatning. Erstatningen fastsettes i samsvar med § 15-12 andre ledd. "
14-4 a,"(1) Deltidsansatte som de siste 12 måneder jevnlig har arbeidet utover avtalt arbeidstid, har rett til stilling tilsvarende faktisk arbeidstid i denne perioden, med mindre arbeidsgiver kan dokumentere at behovet for merarbeidet ikke lenger foreligger. Tolvmånedersperioden skal beregnes med utgangspunkt i det tidspunkt arbeidstaker fremmet sitt krav. (2) Tvist om rett etter denne bestemmelsen avgjøres av tvisteløsningsnemnda, jf. § 17-2. "
14-4 b,"(1) Dersom retten kommer til at en deltidsansatt har rett til stilling tilsvarende faktisk arbeidstid etter bestemmelsen i § 14-4 a, skal retten etter påstand fra den deltidsansatte avsi dom for ansettelse i slik stilling. (2) Ved brudd på bestemmelsen om rett til stilling tilsvarende faktisk arbeidstid etter § 14-4 a kan arbeidstaker kreve erstatning. "
14-5,"(1) Det skal inngås skriftlig arbeidsavtale i alle arbeidsforhold. Arbeidsgiver skal utforme et utkast til arbeidsavtale i samsvar med § 14-6. Arbeidstaker har rett til å la seg bistå av en tillitsvalgt eller annen representant både ved utarbeidelse og ved endringer i arbeidsavtalen. (2) I arbeidsforhold med en samlet varighet av mer enn en måned skal skriftlig arbeidsavtale foreligge snarest mulig og senest en måned etter at arbeidsforholdet begynte. (3) I arbeidsforhold med kortere varighet enn en måned eller ved utleie av arbeidskraft, skal det umiddelbart inngås skriftlig arbeidsavtale. "
14-6,"(1) Arbeidsavtalen skal inneholde opplysninger om forhold av vesentlig betydning i arbeidsforholdet, herunder: a. partenes identitet, b. arbeidsplassen. Dersom det ikke eksisterer noen fast arbeidsplass eller hovedarbeidsplass skal arbeidsavtalen gi opplysning om at arbeidstakeren arbeider på forskjellige steder, og oppgi forretningsadressen eller eventuelt hjemstedet til arbeidsgiver, c. en beskrivelse av arbeidet eller arbeidstakerens tittel, stilling eller arbeidskategori, d. tidspunktet for arbeidsforholdets begynnelse, e. forventet varighet dersom arbeidsforholdet er midlertidig, samt grunnlaget for ansettelsen, jf. § 14-9, f. eventuelle prøvetidsbestemmelser, jf. § 15-3 sjuende ledd og § 15-6, g. arbeidstakerens rett til ferie og feriepenger og reglene for fastsettelse av ferietidspunktet, h. arbeidstakerens og arbeidsgiverens oppsigelsesfrister, i. den gjeldende eller avtalte lønn ved arbeidsforholdets begynnelse, eventuelle tillegg og andre godtgjøringer som ikke inngår i lønnen, for eksempel pensjonsinnbetalinger og kost- eller nattgodtgjørelse, utbetalingsmåte og tidspunkt for lønnsutbetaling, j. lengde og plassering av den daglige og ukentlige arbeidstid. Dersom arbeidet skal utføres periodevis, skal arbeidsavtalen fastsette eller gi grunnlag for å beregne når arbeidet skal utføres. k. lengde av pauser, l. avtale om særlig arbeidstidsordning, jf. § 10-2 andre, tredje og fjerde ledd, m. opplysninger om eventuelle tariffavtaler som regulerer arbeidsforholdet. Dersom avtale er inngått av parter utenfor virksomheten skal arbeidsavtalen inneholde opplysninger om hvem tariffpartene er. (2) Informasjon nevnt i første ledd bokstavene g til k kan gis ved å henvise til lover, forskrifter eller tariffavtaler som regulerer disse forholdene. Endret ved lover 24 apr 2015 nr. 20 (ikr. 1 juli 2015 iflg. res. 24 apr 2015 nr. 399), 22 juni 2018 nr. 46 (ikr. 1 jan 2019 iflg. res. 22 juni 2018 nr. 944). "
14-7,"(1) Dersom arbeidstaker skal arbeide i utlandet i mer enn en måned, skal skriftlig arbeidsavtale inngås før avreise. I tillegg til informasjon som nevnt i § 14-6 skal avtalen minst regulere følgende: a. varigheten av arbeidet som skal utføres i utlandet, b. valutaen vederlaget skal utbetales i, c. eventuell kontant- og naturalytelse som er knyttet til utenlandsarbeidet, d. eventuelt vilkårene for arbeidstakerens hjemreise. (2) Informasjon som nevnt i første ledd bokstavene b og c kan gis i form av en henvisning til lover, forskrifter og/eller tariffavtaler som regulerer disse forholdene. "
14-8,"Endringer i arbeidsforholdet som nevnt i §§ 14-6 og 14-7 skal tas inn i arbeidsavtalen tidligst mulig og senest en måned etter at endringen trådte i kraft. Dette gjelder likevel ikke dersom endringene i arbeidsforholdet skyldes endringer i lover, forskrifter eller tariffavtaler, jf. § 14-6 andre ledd og § 14-7 andre ledd. "
14-9,"(1) Arbeidstaker skal ansettes fast. Med fast ansettelse menes i denne lov at ansettelsen er løpende og tidsubegrenset, at lovens regler om opphør av arbeidsforhold gjelder, og at arbeidstaker sikres forutsigbarhet for arbeid i form av et reelt stillingsomfang. (2) Avtale om midlertidig ansettelse kan likevel inngås a. når arbeidet er av midlertidig karakter b. for arbeid i stedet for en annen eller andre (vikariat) c. for praksisarbeid d. med deltaker i arbeidsmarkedstiltak i regi av eller i samarbeid med arbeids- og velferdsetaten e. med idrettsutøvere, idrettstrenere, dommere og andre ledere innen den organiserte idretten Arbeidsgiver skal minst en gang per år drøfte bruken av midlertidig ansettelse etter bestemmelsene i dette ledd med de tillitsvalgte, blant annet grunnlaget for og omfanget av slike ansettelser, samt konsekvenser for arbeidsmiljøet.  (3) Departementet kan i forskrift gi nærmere bestemmelser om midlertidig ansettelse for praksisarbeid og om hvilke typer arbeidsmarkedstiltak som omfattes av andre ledd bokstav d. (4) Landsomfattende arbeidstakerorganisasjon kan inngå tariffavtale med en arbeidsgiver eller en arbeidsgiverforening om adgang til midlertidig ansettelse innenfor en nærmere angitt arbeidstakergruppe som skal utføre kunstnerisk arbeid, forskningsarbeid eller arbeid i forbindelse med idrett. Dersom tariffavtalen er bindende for et flertall av arbeidstakerne innenfor en nærmere angitt arbeidstakergruppe i virksomheten, kan arbeidsgiver på samme vilkår inngå midlertidig arbeidsavtale med andre arbeidstakere som skal utføre tilsvarende arbeid. (5) Arbeidstaker som har vært ansatt i mer enn ett år, har krav på skriftlig varsel om tidspunktet for fratreden senest en måned før fratredelsestidspunktet. Dette gjelder likevel ikke deltaker i arbeidsmarkedstiltak som omfattes av tredje ledd, jf. andre ledd bokstav d. Varselet skal anses for å være gitt når det er kommet fram til arbeidstakeren. Dersom fristen ikke overholdes, kan arbeidsgiver ikke kreve at arbeidstakeren fratrer før en måned etter at varsel er gitt. (6) Midlertidige arbeidsavtaler opphører ved det avtalte tidsrommets utløp, eller når det bestemte arbeidet er avsluttet, med mindre noe annet er skriftlig avtalt eller fastsatt i tariffavtale. I avtaleperioden gjelder lovens regler om opphør av arbeidsforhold. (7) Arbeidstaker som har vært sammenhengende midlertidig ansatt i mer enn fire år etter andre ledd bokstav a, eller i mer enn tre år etter andre ledd bokstav b og tidligere f, skal anses som fast ansatt, slik at reglene om oppsigelse av arbeidsforhold kommer til anvendelse. Det samme gjelder for arbeidstaker som har vært sammenhengende midlertidig ansatt i mer enn tre år etter andre ledd bokstav a, b eller tidligere f i kombinasjon. Ved beregning av ansettelsestid skal det ikke gjøres fradrag for arbeidstakers fravær. Endret ved lover 21 des 2005 nr. 121 (ikr. 1 jan 2006), 16 juni 2006 nr. 20 (ikr. 1 juli 2006 iflg. res. 16 juni 2006 nr. 631), 19 juni 2009 nr. 39 (ikr. 1 jan 2010 iflg. res. 19 juni 2009 nr. 822), 25 juni 2010 nr. 31 (ikr. 1 juli 2010 iflg. res. 25 juni 2010 nr. 976), 24 apr 2015 nr. 20 (ikr. 1 juli 2015 iflg. res. 24 apr 2015 nr. 399), 22 juni 2018 nr. 46 (ikr. 1 jan 2019 iflg. res. 22 juni 2018 nr. 944), 20 des 2018 nr. 98 (ikr. 1 jan 2019), 21 juni 2019 nr. 25 (ikr. 1 juli 2019 iflg. res. 21 juni 2019 nr. 781), 18 mars 2022 nr. 10 som endret ved lov 17 juni 2022 nr. 42 (i kraft 1 juli 2022 iflg. res. 18 mars 2022 nr. 412). Endres ved lov 17 mars 2023 nr. 3 (i kraft 1 jan 2024 iflg. res. 17 mars 2023 nr. 341). "
14-10,(1) Øverste leder i en virksomhet kan ansettes på åremål. (2) Ansettelse på åremål kan avtales når dette anses nødvendig som følge av overenskomst med fremmed stat eller internasjonal organisasjon. Endret ved lov 21 des 2005 nr. 121 (ikr. 1 jan 2006). 
14-11,"(1) Dersom det foreligger brudd på bestemmelsene i §§ 14-9 eller 14-10, skal retten etter påstand fra arbeidstaker avsi dom for at det foreligger et fast arbeidsforhold eller at arbeidsforholdet fortsetter, i samsvar med § 14-9 første ledd. I særlige tilfeller kan retten likevel, etter påstand fra arbeidsgiver, bestemme at arbeidsforholdet skal opphøre dersom den etter en avveining av partenes interesser finner at det vil være åpenbart urimelig at arbeidsforholdet fortsetter. (2) Ved brudd på bestemmelsene i §§ 14-9 eller 14-10 kan arbeidstakeren kreve erstatning. Erstatningen fastsettes i samsvar med § 15-12 andre ledd. Endret ved lover 24 apr 2015 nr. 20 (ikr. 1 juli 2015 iflg. res. 24 apr 2015 nr. 399), 22 juni 2018 nr. 46 (ikr. 1 jan 2019 iflg. res. 22 juni 2018 nr. 944), 18 mars 2022 nr. 10 (i kraft 1 juli 2022 iflg. res. 18 mars 2022 nr. 412). "
14-12,"(1) Innleie av arbeidstaker fra virksomhet som har til formål å drive utleie, er tillatt i samme utstrekning som det kan avtales midlertidig ansettelse etter § 14-9 andre ledd bokstav b til e. (2) I virksomhet som er bundet av tariffavtale inngått med fagforening med innstillingsrett etter arbeidstvistloven kan arbeidsgiver og tillitsvalgte som til sammen representerer et flertall av den arbeidstakerkategori innleien gjelder, inngå skriftlig avtale om tidsbegrenset innleie uten hinder av det som er bestemt i første ledd. Virksomheten og bemanningsforetaket skal på forespørsel fra Arbeidstilsynet fremlegge dokumentasjon på at innleievirksomheten er bundet av tariffavtale inngått med fagforening med innstillingsrett og at det er inngått avtale med de tillitsvalgte som nevnt i første punktum. (3) Arbeidsgiver skal minst én gang pr. år drøfte bruken av innleid arbeidskraft etter første og andre ledd, herunder praktiseringen av kravet om likebehandling, med de tillitsvalgte. (4) Arbeidstaker som har vært sammenhengende innleid etter denne paragraf i mer enn tre år, har rett til fast ansettelse hos innleier slik at reglene om oppsigelse av arbeidsforhold kommer til anvendelse. Ved beregningen skal det ikke gjøres fradrag for arbeidstakers fravær. (5) Ved vurderingen av om en oppdragsavtale mellom to virksomheter innebærer innleie, skal det særlig legges vekt på om oppdragsgiver har ledelsen av arbeidet og ansvar for resultatet. Andre relevante forhold er blant annet om det i hovedsak skal leveres arbeidskraft, om arbeidet skjer i nær tilknytning til oppdragsgivers virksomhet, om arbeidet dekker et vedvarende arbeidskraftbehov hos oppdragsgiver og om arbeidet skjer innenfor oppdragsgivers kjerne- eller hovedaktivitet. (6) Departementet kan i forskrift forby innleie av visse arbeidstakergrupper eller på visse områder når viktige samfunnshensyn tilsier det. (7) Departementet kan i forskrift gi regler om tidsbegrenset innleie av helsepersonell for å sikre forsvarlig drift av helse- og omsorgstjenesten, og om tidsbegrenset innleie av spesialkompetanse, som avviker fra bestemmelsen i første ledd. Endret ved lover 21 des 2005 nr. 121 (ikr. 1 jan 2006), 19 juni 2009 nr. 39 (ikr. 1 jan 2010 iflg. res. 19 juni 2009 nr. 822), 22 juni 2012 nr. 33 (ikr. 1 jan 2013 iflg. res. 22 juni 2012 nr. 607), 14 juni 2013 nr. 32 (ikr. 1 jan 2014 iflg. res. 14 juni 2013 nr. 617), 24 apr 2015 nr. 20 (ikr. 1 juli 2015 iflg. res. 24 apr 2015 nr. 399), 22 juni 2018 nr. 46 (ikr. 1 jan 2019 iflg. res. 22 juni 2018 nr. 944, endringen i annet ledd gis virkning fra 1 juli 2019 når det gjelder konkrete innleieforhold som allerede eksisterer ved ikrafttredelsen), 20 des 2022 nr. 99 (i kraft 1 apr 2023 iflg. res. 20 des 2022 nr. 2300). Endres ved lov 17 mars 2023 nr. 3 (i kraft 1 jan 2024 iflg. res. 17 mars 2023 nr. 341). "
14-12 a,"(1) Bemanningsforetaket skal sørge for at utleid arbeidstaker minst sikres de vilkår som ville kommet til anvendelse dersom arbeidstaker hadde vært ansatt hos innleier for å utføre samme arbeid, når det gjelder: a. arbeidstidens lengde og plassering, b. overtidsarbeid, c. varighet og plassering av pauser og hvileperioder, d. nattarbeid, e. feriefritid, feriepenger, fridager og godtgjøring på slike dager, og f. lønn og utgiftsdekning. (2) Arbeidstaker som blir leid ut, skal ha samme tilgang til felles goder og tjenester hos innleier som virksomhetens egne arbeidstakere, med mindre objektive grunner tilsier noe annet. (3) Departementet kan i forskrift bestemme om og i hvilken utstrekning bestemmelsene om likebehandling kan fravikes ved tariffavtale. Den generelle beskyttelse av arbeidstakerne må i alle tilfelle respekteres. "
14-12 b,"(1) Ved leie av arbeidstaker skal innleier gi bemanningsforetaket de opplysninger som er nødvendige for at bemanningsforetaket skal kunne ivareta kravet om likebehandling i § 14-12 a. (2) Bemanningsforetaket skal, når arbeidstaker ber om det, gi de opplysninger som er nødvendige for at arbeidstaker skal kunne vurdere om egne lønns- og arbeidsvilkår oppfyller kravet om likebehandling i § 14-12 a. (3) Bemanningsforetaket skal, når innleier ber om det, dokumentere hvilke lønns- og arbeidsvilkår som er avtalt med arbeidstaker som leies ut til innleier. (4) Innleier skal, når tillitsvalgte hos innleier ber om det, dokumentere hvilke lønns- og arbeidsvilkår som er avtalt mellom innleid arbeidstaker og dennes arbeidsgiver. (5) Plikten til å gi opplysninger etter tredje og fjerde ledd gjelder bare vilkår som nevnt i § 14-12 a første ledd. Bemanningsforetak, innleier og tillitsvalgte som mottar opplysninger i medhold av bestemmelsen her, har taushetsplikt om opplysningene. Opplysningene kan bare benyttes til å sikre eller undersøke overholdelse av kravet om likebehandling i § 14-12 a eller til å oppfylle plikter etter bestemmelsen her. (6) Departementet kan i forskrift gi nærmere regler om innsynsrett, opplysningsplikt og taushetsplikt etter denne paragraf, samt om taushetsplikt for innleide arbeidstakere. Departementet kan i forskrift også gi regler om eventuell bruk av rådgivere og taushetsplikt for disse. "
14-12 c,"(1) Virksomheter som leier inn arbeidstaker etter § 14-12, hefter på samme måte som en selvskyldnerkausjonist for utbetaling av lønn, feriepenger og eventuell annen godtgjøring etter kravet om likebehandling i § 14-12 a, inkludert krav som følger av tariffavtale som nevnt i § 14-12 a tredje ledd. Ved solidaransvar etter første punktum hefter solidaransvarlig også for feriepenger opptjent i tilknytning til kravet. (2) Arbeidstaker må fremme skriftlig krav overfor innleievirksomheten senest innen tre måneder etter kravets forfallsdato. Solidaransvarlig skal betale kravet innen tre uker etter at kravet er kommet frem. (3) Solidaransvarlig kan nekte å dekke kravet dersom arbeidstakeren visste at forutsetningen for arbeidsoppdraget var at lønn mv. helt eller delvis skal dekkes av den solidaransvarlige. (4) Solidaransvaret gjelder ikke når det er åpnet konkurs i bemanningsforetaket. "
14-13,"(1) Innleie fra virksomhet som ikke har til formål å drive utleie, er tillatt når den innleide arbeidstaker er fast ansatt hos utleier. For at virksomheten skal sies ikke å ha til formål å drive utleie, er det et vilkår at utleie skjer innenfor de samme fagområder som utgjør utleierens hovedbeskjeftigelse og at utleieaktiviteten ikke omfatter mer enn 50 prosent av de fast ansatte hos utleier. Innleier skal foreta drøftelser med tillitsvalgte som til sammen representerer et flertall av den arbeidstakerkategori innleien gjelder, før beslutning om innleie foretas. (2) For innleie som overstiger 10 prosent av de ansatte hos innleier, likevel ikke færre enn tre personer, eller som har en varighet ut over ett år, skal det inngås skriftlig avtale med tillitsvalgte som til sammen representerer et flertall av den arbeidstakerkategori innleien gjelder. Dette gjelder ikke for innleie innenfor samme konsern. (3) Etter krav fra tillitsvalgte som representerer den arbeidstakerkategori innleien gjelder, skal arbeidsgiver dokumentere at vilkårene for innleie etter første ledd er oppfylt. (4) Departementet kan i forskrift forby innleie av visse arbeidstakergrupper eller på visse områder når viktige samfunnshensyn tilsier det. (5) § 14-12 femte ledd gjelder tilsvarende. Endret ved lov 29 juni 2007 nr. 42 (ikr. 1 juli 2008 iflg. res. 29 feb 2008 nr. 200) som endret ved lov 21 des 2007 nr. 118, 20 des 2022 nr. 99 (i kraft 1 apr 2023 iflg. res. 20 des 2022 nr. 2300). Endres ved lov 17 mars 2023 nr. 3 (i kraft 1 jan 2024 iflg. res. 17 mars 2023 nr. 341). "
14-14,"(1) Dersom det foreligger brudd på bestemmelsene i § 14-12, skal retten etter påstand fra den innleide arbeidstakeren avsi dom for at den innleide har et fast arbeidsforhold hos innleier i samsvar med § 14-9 første ledd. I særlige tilfeller kan retten likevel, etter påstand fra innleier, bestemme at den innleide arbeidstakeren ikke har et fast arbeidsforhold dersom den etter en avveining av partenes interesser finner at dette vil være åpenbart urimelig. (2) Ved brudd på bestemmelsene i § 14-12 kan den innleide arbeidstaker kreve erstatning fra innleier. Erstatningen fastsettes i samsvar med § 15-12 andre ledd. Endret ved lov 22 juni 2018 nr. 46 (ikr. 1 jan 2019 iflg. res. 22 juni 2018 nr. 944). "
14-14 a,Tilføyes ved lov 17 mars 2023 nr. 3 (i kraft 1 jan 2024 iflg. res. 17 mars 2023 nr. 341). 
14-15,"(1) Hvis ikke annet er avtalt skal det foretas lønnsutbetaling minst to ganger i måneden. Utbetalingstiden for feriepenger reguleres av ferieloven. (2) Lønn i penger, herunder feriepenger og annen godtgjøring i penger, skal utbetales fra arbeidsgiver via bank eller foretak med rett til å drive betalingsformidling til arbeidstakers konto. Første punktum gjelder likevel ikke dersom slik betalingsmåte er umulig eller svært byrdefull for arbeidstaker eller arbeidsgiver. (3) Trekk i lønn og feriepenger kan ikke gjøres unntatt: a. når det er hjemlet i lov, b. for arbeidstakers egenandel til tjenestepensjonsordninger som er omfattet av foretakspensjonsloven, innskuddspensjonsloven eller offentlige tjenestepensjonsordninger. c. når det på forhånd er fastsatt ved skriftlig avtale, d. når det ved tariffavtale er fastsatt regler om lønnstrekk for fagforeningskontingent, herunder premie til kollektiv forsikring som er knyttet til medlemskap i fagforening, eller avgift til opplysnings- og utviklingsfond, eller til lavtlønnsfond, e. når det gjelder erstatning for skade eller tap som arbeidstaker i forbindelse med arbeidet forsettlig eller ved grov uaktsomhet har påført virksomheten, og arbeidstaker skriftlig erkjenner erstatningsansvar, eller dette er fastslått ved dom, eller arbeidstaker rettsstridig fratrer sin stilling, f. når det på grunn av gjeldende rutiner for beregning og utbetaling av lønn ikke har vært praktisk mulig å ta hensyn til fravær på grunn av arbeidsnedleggelse eller arbeidsstengning i avregningsperioden. (4) Trekk i lønn eller feriepenger etter tredje ledd bokstav c, e og f skal begrenses til den del av kravet som overstiger det arbeidstaker med rimelighet trenger til underhold for seg og sin husstand. (5) Før trekk etter tredje ledd bokstav e foretas, skal arbeidsgiver drøfte grunnlaget for trekket og beløpets størrelse med arbeidstaker og med arbeidstakers tillitsvalgte med mindre arbeidstaker selv ikke ønsker det. (6) Ved utbetalingen eller straks etter denne skal arbeidstaker ha skriftlig oppgave over beregningsmåten for lønn, beregningsgrunnlaget for feriepenger og trekk som er foretatt. Endret ved lover 19 juni 2009 nr. 39 (ikr. 1 jan 2010 iflg. res. 19 juni 2009 nr. 822), 11 juni 2021 nr. 59 (ikr. 1 jan 2022 iflg. res. 11 juni 2021 nr. 1872), 8 april 2022 nr. 19 (i kraft 1 juli 2022 iflg. res. 8 april 2022 nr. 550). "
